Nombre,Área_Oficial__Ha_,centroid_x,centroid_y,Categoría,Territorial
El Cananguchal,150.38938765,-76.34353551,0.47991729,Reserva Natural de la Sociedad Civil, 
El Playón y Buenos Aires,49.69874462,-75.08451585,1.84918036,Reserva Natural de la Sociedad Civil, 
El Sinú,62.69193288,-75.57699246,1.38718723,Reserva Natural de la Sociedad Civil, 
Guasguarillo,8.50000123,-72.86809466,4.85755896,Reserva Natural de la Sociedad Civil, 
Natura Madrigal 2,42.27681938,-75.82613166,5.88096601,Reserva Natural de la Sociedad Civil, 
La Cumbre,14.98748103,-75.55435902,1.76775863,Reserva Natural de la Sociedad Civil, 
La Argentina,48.00717937,-75.5581554,1.76219922,Reserva Natural de la Sociedad Civil, 
Alto Calima,18114.69378323,-76.64674077,3.90147135,Distritos Regionales de Manejo Integrado, 
HATOVIEJO,1277.52270561,-76.41388519,3.81564257,Distritos Regionales de Manejo Integrado, 
El Paraíso,12.58877232,-75.44143928,1.52342191,Reserva Natural de la Sociedad Civil, 
Caracolí Sabanas de Manuela,2605.98305153,-73.06297312,10.92570028,Distritos Regionales de Manejo Integrado, 
Santa Catalina,65.2785524,-75.92305714,1.27406234,Reserva Natural de la Sociedad Civil, 
Refugio Del Tororoi,19.99995465,-73.78247126,4.2294606,Reserva Natural de la Sociedad Civil, 
La Suiza,39.18192893,-75.81061742,1.36736479,Reserva Natural de la Sociedad Civil, 
Las Margaritas,88.11693099,-75.81178529,1.35343318,Reserva Natural de la Sociedad Civil, 
Palacea,10.48923841,-74.42176252,4.40689233,Reserva Natural de la Sociedad Civil, 
Tejanu,18.2359634,-73.9548025,4.50977769,Reserva Natural de la Sociedad Civil, 
Bagüe,2.22625228,-73.94489206,4.51557328,Reserva Natural de la Sociedad Civil, 
Proaves Arrierito Antioqueño Bloque 1,76.87735417,-75.11320287,6.98303328,Reserva Natural de la Sociedad Civil, 
El Silencio,2.47720539,-73.93339844,4.51225851,Reserva Natural de la Sociedad Civil, 
Bioparque Moncora 3,0.68889311,-73.22293203,6.64186087,Reserva Natural de la Sociedad Civil, 
Renasie,16.23579243,-73.86155235,4.79242115,Reserva Natural de la Sociedad Civil, 
Reserva Natural Verdeagua,33.50134901,-76.09897521,5.85564825,Reserva Natural de la Sociedad Civil, 
San Rafael De Guanapalo,320.18615324,-71.80210177,5.38337787,Reserva Natural de la Sociedad Civil, 
El Topacio,46.85285754,-75.91001321,1.30127837,Reserva Natural de la Sociedad Civil, 
Colina De Cristal - Finca El Clavo,0.6234337,-75.50724033,5.03764468,Reserva Natural de la Sociedad Civil, 
Casabrava,41.65902966,-75.84338048,4.36340132,Reserva Natural de la Sociedad Civil, 
Princesa Ocaima,14.09882009,-75.46640309,2.70720606,Reserva Natural de la Sociedad Civil, 
El Tutumillo,3.77020809,-73.50570944,6.65679654,Reserva Natural de la Sociedad Civil, 
El Bosque,75.79022505,-75.55149383,1.76385956,Reserva Natural de la Sociedad Civil, 
Los Guaduales,3.48831701,-75.52239518,4.97186124,Reserva Natural de la Sociedad Civil, 
Finca El Nacedero: Mundo Magnífico,6.82454261,-76.62151546,3.28259791,Reserva Natural de la Sociedad Civil, 
Villa Tatiana,3.91872331,-76.03992208,1.78655507,Reserva Natural de la Sociedad Civil, 
Faoa,59.39272297,-73.42016767,5.75099151,Reserva Natural de la Sociedad Civil, 
Reserva Natural Mesenia Paramillo - Predio Los Colibríes,58.66250277,-75.88489916,5.48890534,Reserva Natural de la Sociedad Civil, 
Cima,12.95019952,-76.25088626,1.83085661,Reserva Natural de la Sociedad Civil, 
Elan Vital: Fuerza De Vida,10.90756722,-75.76640372,2.38816498,Reserva Natural de la Sociedad Civil, 
Riobamba,62.30544936,-75.89713802,4.44102878,Reserva Natural de la Sociedad Civil, 
El Venado,128.70836489,-75.50333981,1.77993424,Reserva Natural de la Sociedad Civil, 
Bella Vista,4.21785404,-75.93712149,2.20789972,Reserva Natural de la Sociedad Civil, 
La Morenita,43.14981073,-75.18170713,6.6704029,Reserva Natural de la Sociedad Civil, 
Las Mesitas,40.23052154,-75.39151251,1.49931848,Reserva Natural de la Sociedad Civil, 
Villa Milena,49.00000247,-75.70835706,1.33129965,Reserva Natural de la Sociedad Civil, 
El Cariño,172.52250689,-67.5428384,6.1294943,Reserva Natural de la Sociedad Civil, 
Proaves Arrierito Antioqueño Bloque 2,367.61620476,-75.11800396,6.99630171,Reserva Natural de la Sociedad Civil, 
La Laurita,6.67252345,-77.42902734,1.12730554,Reserva Natural de la Sociedad Civil, 
La Nueva Granada,23.61785227,-76.28378013,4.92835178,Reserva Natural de la Sociedad Civil, 
San Nicolás 2,11.30291092,-75.71134833,1.40376466,Reserva Natural de la Sociedad Civil, 
Ramayan,17.67342023,-73.76680503,9.30525444,Reserva Natural de la Sociedad Civil, 
Las Cascadas De Andrómeda,21.03908984,-74.34937838,5.1426002,Reserva Natural de la Sociedad Civil, 
La Esmeralda,11.91472256,-74.35283177,5.14138333,Reserva Natural de la Sociedad Civil, 
El Cerrito,18.03885489,-75.51852893,2.79433789,Reserva Natural de la Sociedad Civil, 
Monte Calicó,3.66570836,-75.47598717,6.30417184,Reserva Natural de la Sociedad Civil, 
El Billar,11.24740753,-75.34161217,1.55067753,Reserva Natural de la Sociedad Civil, 
La Sirena,69.01787244,-76.19797335,5.78699391,Reserva Natural de la Sociedad Civil, 
El Cedro,69.73025713,-76.19886464,5.79417509,Reserva Natural de la Sociedad Civil, 
Asociación De Amigos Usuarios Del Acueducto Independiente De Ocaña Adamiuain,51.2954695,-73.39665685,8.24309983,Reserva Natural de la Sociedad Civil, 
Reserva Unsáua,8.25829134,-73.67930641,5.54357784,Reserva Natural de la Sociedad Civil, 
Las Dos Lunas,2.05544895,-74.15539214,4.88337458,Reserva Natural de la Sociedad Civil, 
"Serranía El Capricho, Mirolindo y Cerritos",6901.59193581,-72.82814099,2.3905083,Reservas Forestales Protectoras Nacionales, 
La Judea,31.84312901,-75.43451166,1.54189652,Reserva Natural de la Sociedad Civil, 
Las Mercedes,36.58334463,-75.4351657,1.53548252,Reserva Natural de la Sociedad Civil, 
El Agrado,149.99999403,-75.5614914,1.70857617,Reserva Natural de la Sociedad Civil, 
La Esperanza 2,209.74984187,-75.31532194,1.36444406,Reserva Natural de la Sociedad Civil, 
Reserva Natural El Arca,100.52793181,-75.87123105,1.44107667,Reserva Natural de la Sociedad Civil, 
El Danubio,6.68950027,-75.72594816,4.68298223,Reserva Natural de la Sociedad Civil, 
La Virginia,31.20663217,-75.442156,1.5198239,Reserva Natural de la Sociedad Civil, 
Las Nubes,370.33317698,-74.05733352,11.1510823,Reserva Natural de la Sociedad Civil, 
Flia Betancur Alvarez,0.16709248,-75.4756791,6.34630316,Reserva Natural de la Sociedad Civil, 
Terrapreta,63.8084498,-72.68693316,2.43984334,Reserva Natural de la Sociedad Civil, 
Corredor de los felinos del Río Negro,50304.80838817,-74.40721847,5.61934008,Distritos Regionales de Manejo Integrado, 
San Isidro,40.528983,-75.9205047,1.28178858,Reserva Natural de la Sociedad Civil, 
Nazareth,39.85080649,-72.73346406,8.73788708,Reserva Natural de la Sociedad Civil, 
Bosque Kaukita,22.59408178,-75.8199581,4.84481742,Reserva Natural de la Sociedad Civil, 
Las Corrientes 2,3.22530239,-75.08225296,6.32906261,Reserva Natural de la Sociedad Civil, 
El Porvenir,16.69300838,-71.9426938,6.95878434,Reserva Natural de la Sociedad Civil, 
Las Tángaras,1618.13292968,-76.20445653,5.85305981,Reserva Natural de la Sociedad Civil, 
Reserva Natural La Holanda Espinazo Del Caballo,24.12918558,-75.83032315,6.00709189,Reserva Natural de la Sociedad Civil, 
Nirvana,15.99410676,-73.32298191,6.85462445,Reserva Natural de la Sociedad Civil, 
Loma Alta,106.93311615,-73.1055657,3.62204643,Reserva Natural de la Sociedad Civil, 
Reserva Ecoturística Villa Diosa,6.99630564,-74.95129196,5.50692779,Reserva Natural de la Sociedad Civil, 
"Bóvedas, Veguita y Tumbe",158.78987899,-75.16232897,3.20690605,Reserva Natural de la Sociedad Civil, 
El Triunfo,150.52489486,-71.67813562,4.80651622,Reserva Natural de la Sociedad Civil, 
El Juicio,11.18112527,-75.17866367,6.46796085,Reserva Natural de la Sociedad Civil, 
Selva Pluvial Central las Siete Sabias – Esperanza de Vida,30462.50310301,-76.53588223,5.72512902,Distritos Regionales de Manejo Integrado, 
El Chorlo,1196.13331586,-75.64569945,4.06182964,Reserva Natural de la Sociedad Civil, 
Pava,28.41409657,-75.1912228,9.90915541,Reserva Natural de la Sociedad Civil, 
Nueva Esperanza,17.16276773,-75.1807703,9.89697722,Reserva Natural de la Sociedad Civil, 
de la Vereda Gamboa,2469.40727331,-77.01224328,3.93513493,Distritos Regionales de Manejo Integrado, 
Casa De Teja,4.11554619,-73.69041807,5.53864607,Reserva Natural de la Sociedad Civil, 
Las Lomas,9.30015583,-73.87654984,5.03897688,Reserva Natural de la Sociedad Civil, 
Mox,34.46157823,-74.41386012,4.92640555,Reserva Natural de la Sociedad Civil, 
Las Tángaras,2316.07072474,-76.19401557,5.82576103,Parques Naturales Regionales, 
Buenos Aires,269.59913921,-71.23297509,5.00726619,Reserva Natural de la Sociedad Civil, 
La Estrella,1145.54711125,-72.67761888,3.36831371,Reserva Natural de la Sociedad Civil, 
La Alejandra,51.08141659,-75.70330439,1.32977706,Reserva Natural de la Sociedad Civil, 
Los Titíes De San Juan IV,44.97603457,-75.128957,9.948559,Reserva Natural de la Sociedad Civil, 
Mesopotamia,548.8738443,-72.65964056,3.36094231,Reserva Natural de la Sociedad Civil, 
La Tangara,14.37438936,-72.60352203,7.61209461,Reserva Natural de la Sociedad Civil, 
Lan,9.84520488,-74.20055989,4.83941516,Reserva Natural de la Sociedad Civil, 
El Rubí,48.28850121,-75.57727638,1.53973656,Reserva Natural de la Sociedad Civil, 
La Granjita,4.65601059,-76.36597863,4.10457468,Reserva Natural de la Sociedad Civil, 
Vichada,689.47034766,-70.42630914,4.51039522,Reserva Natural de la Sociedad Civil, 
La Palmera,9.13581896,-75.39506751,1.53225826,Reserva Natural de la Sociedad Civil, 
"Los Achiles, Refugio De Abejas Nativas",150.70664014,-74.73790216,5.67726779,Reserva Natural de la Sociedad Civil, 
Patio Bonito,107.07211055,-75.56858696,1.39041952,Reserva Natural de la Sociedad Civil, 
La Siria,33.20000371,-76.27679394,4.9477502,Reserva Natural de la Sociedad Civil, 
La Prosperidad,27.43948748,-75.39058375,1.44440377,Reserva Natural de la Sociedad Civil, 
La Esperanza,100.10225656,-75.71719312,1.39958752,Reserva Natural de la Sociedad Civil, 
Santuario Natural De Conciencia Cosmogénesis,13.26728398,-73.48903386,4.22071154,Reserva Natural de la Sociedad Civil, 
La Esperanza,16.93123873,-75.39445991,1.47188037,Reserva Natural de la Sociedad Civil, 
Bella Vista,12.27794343,-75.34149474,1.53912722,Reserva Natural de la Sociedad Civil, 
El Rinconcito,1146.87515665,-72.0424963,3.40542287,Reserva Natural de la Sociedad Civil, 
Pata E Vaca,61.94347072,-70.91298105,6.82380981,Reserva Natural de la Sociedad Civil, 
Chococito,30.14027769,-76.2605215,4.87453617,Reserva Natural de la Sociedad Civil, 
La Guafa,9.04294409,-73.49419996,4.25221303,Reserva Natural de la Sociedad Civil, 
Cantos De Agua,0.84575521,-75.52365019,6.04525342,Reserva Natural de la Sociedad Civil, 
Las Delicias,28.73083405,-75.56551323,1.61439986,Reserva Natural de la Sociedad Civil, 
Las Corrientes,1.77176164,-75.08059961,6.33024546,Reserva Natural de la Sociedad Civil, 
La Tebaida,32.56696327,-75.30595755,1.37277675,Reserva Natural de la Sociedad Civil, 
Serranía de los Churumbelos,3507.02229592,-76.60801039,1.1027219,Distritos de Conservación de Suelos, 
El Juego,66.74571436,-75.03304421,6.34838405,Reserva Natural de la Sociedad Civil, 
Reserva Moravia,207.91241962,-74.34669969,4.86188719,Reserva Natural de la Sociedad Civil, 
El Guaquero,350.79277081,-73.46628159,4.71665903,Reserva Natural de la Sociedad Civil, 
Ala Agropecuaria Los Andes,131.91248938,-73.16561265,3.73857815,Reserva Natural de la Sociedad Civil, 
El Recuerdo,147.58548476,-67.66903219,5.89584693,Reserva Natural de la Sociedad Civil, 
El Encanto,85.81096952,-75.63695677,3.97405952,Reserva Natural de la Sociedad Civil, 
Loro Coroniazul,253.14544041,-75.73064028,4.16288266,Reserva Natural de la Sociedad Civil, 
El Corredor Morichal La Cristalina,299.79273688,-67.7044234,5.95387183,Reserva Natural de la Sociedad Civil, 
San Isidro,18.54262412,-75.7085877,1.56683969,Reserva Natural de la Sociedad Civil, 
Ananda,2.25002469,-73.89242402,4.5728716,Reserva Natural de la Sociedad Civil, 
Corozalito,214.77431622,-72.53905086,4.11263586,Reserva Natural de la Sociedad Civil, 
Villa Esperanza,430.97322281,-71.03847255,5.52825413,Reserva Natural de la Sociedad Civil, 
La Veremos,508.51687525,-70.98139678,5.64699117,Reserva Natural de la Sociedad Civil, 
La Florida,174.0859633,-73.11727951,3.61582443,Reserva Natural de la Sociedad Civil, 
Villa Ilse,845.38888646,-67.71765234,5.90853886,Reserva Natural de la Sociedad Civil, 
Las Acacias,9.94862669,-75.02073262,5.5645498,Reserva Natural de la Sociedad Civil, 
Luna Nueva 1,32.43333522,-71.09968109,5.4708408,Reserva Natural de la Sociedad Civil, 
Ecoparque Tangara,5.02584556,-76.59538609,3.42243906,Reserva Natural de la Sociedad Civil, 
El Ceilán,320.72360692,-75.64482001,3.95706318,Reserva Natural de la Sociedad Civil, 
Reserva Natural Pantágoras,55.58711965,-74.95183472,5.8690966,Reserva Natural de la Sociedad Civil, 
Las Vegas,158.81397077,-75.06293243,1.78455185,Reserva Natural de la Sociedad Civil, 
La Melipona,7.22349844,-74.97759581,6.25080988,Reserva Natural de la Sociedad Civil, 
El Pepito,8.06392583,-75.65334678,2.66767616,Reserva Natural de la Sociedad Civil, 
Sirlandia,151.92467446,-75.57074053,1.44956589,Reserva Natural de la Sociedad Civil, 
Buenavista,24.39838814,-75.1872824,9.89683262,Reserva Natural de la Sociedad Civil, 
La Maporita,33.82162006,-74.83820257,3.96541677,Reserva Natural de la Sociedad Civil, 
Reserva Natural El Santuario,1598.36333283,-71.93928119,4.87125335,Reserva Natural de la Sociedad Civil, 
Hato Barley,190.10825408,-72.59936761,4.82752166,Reserva Natural de la Sociedad Civil, 
Shambala,0.59970677,-76.6579997,3.46771465,Reserva Natural de la Sociedad Civil, 
Reserva Natural Mesenia Paramillo Predio La Selva,659.85667295,-75.88760447,5.47156721,Reserva Natural de la Sociedad Civil, 
Club Farallones De Cali,79.17683302,-76.54091664,3.32594094,Reserva Natural de la Sociedad Civil, 
El Secreto,62.68186766,-75.69598014,1.53518963,Reserva Natural de la Sociedad Civil, 
El Dorado,85.6385277,-75.90084532,1.18493836,Reserva Natural de la Sociedad Civil, 
El Diamante,84.03200595,-75.71078529,1.52354586,Reserva Natural de la Sociedad Civil, 
El Respiro De La Colina,6.58785238,-73.17330929,5.69439986,Reserva Natural de la Sociedad Civil, 
La Olga,9.09792177,-75.12748498,6.32276656,Reserva Natural de la Sociedad Civil, 
El Porvenir,69.18374539,-75.70523539,1.53763638,Reserva Natural de la Sociedad Civil, 
Hormiguero De Torcoroma,8.45681681,-73.37738205,8.20261959,Reserva Natural de la Sociedad Civil, 
Nido De Robles,6.39154988,-73.46424847,5.76501343,Reserva Natural de la Sociedad Civil, 
Montechico,24.14485456,-73.16733573,6.62504627,Reserva Natural de la Sociedad Civil, 
Anori,4.21840984,-74.94284828,3.10518918,Reserva Natural de la Sociedad Civil, 
Jamaica,52.11449262,-75.8075415,4.38638413,Reserva Natural de la Sociedad Civil, 
Los Alpes,10.61395957,-75.50408929,2.23979035,Reserva Natural de la Sociedad Civil, 
La Florida,9.67111412,-75.263295,1.33850609,Reserva Natural de la Sociedad Civil, 
El Cedral,110.7598448,-74.87248073,1.66177613,Reserva Natural de la Sociedad Civil, 
