Nombre,Área_Oficial__Ha_,centroid_x,centroid_y,Categoría,Territorial
Cauquitá,4.06710375,-75.81657238,4.84356119,Reserva Natural de la Sociedad Civil, 
Santa Martha,5.50462032,-76.26739679,2.0201681,Reserva Natural de la Sociedad Civil, 
La Palmera,157.42046691,-76.42682122,4.13646124,Reserva Natural de la Sociedad Civil, 
El Mirador,65.97927429,-75.85361726,4.07038768,Reserva Natural de la Sociedad Civil, 
Los Naranjos,6.60533396,-76.38256795,4.08582634,Reserva Natural de la Sociedad Civil, 
Villa María,1.51713829,-75.20872946,4.47246352,Reserva Natural de la Sociedad Civil, 
La Esmeralda,38.39956103,-76.43608385,4.12338887,Reserva Natural de la Sociedad Civil, 
Traganubes,13.73804317,-73.30347376,6.85792687,Reserva Natural de la Sociedad Civil, 
Chili Bosque Alto Andino Pijao,6598.93281947,-75.63059686,4.29729587,Distritos Regionales de Manejo Integrado, 
De Los Cerros del Norte de Ibagué,9126.85832501,-75.22303504,4.5257552,Distritos de Conservación de Suelos, 
La Reina,1047.68380397,-68.44463671,5.62632314,Reserva Natural de la Sociedad Civil, 
De las Aves Reinita Cielo Azul,46.92262036,-73.37504205,6.85827457,Reserva Natural de la Sociedad Civil, 
El Potrerito,5.9944675,-75.14120042,6.22679237,Reserva Natural de la Sociedad Civil, 
Cacica Noría,5198.93806965,-75.1084601,7.03697631,Distritos Regionales de Manejo Integrado, 
La Esperanza,1.28110239,-76.63574173,3.68250385,Reserva Natural de la Sociedad Civil, 
El Edén,1.00004542,-76.59849905,3.71072369,Reserva Natural de la Sociedad Civil, 
Campohermoso,56.58199585,-76.05194406,4.01177258,Reserva Natural de la Sociedad Civil, 
Maracaibo,9.03347011,-76.06108041,4.08463426,Reserva Natural de la Sociedad Civil, 
El Reinado,25.49225741,-76.0208343,4.07968613,Reserva Natural de la Sociedad Civil, 
Guacas,4378.14201277,-76.28666859,4.29979717,Distritos Regionales de Manejo Integrado, 
Mateguadua,104.70553387,-76.15729869,4.03069383,Parques Naturales Regionales, 
Cerro Pintao - Serranía del Perijá,9282.68101459,-72.87391749,10.46907336,Parques Naturales Regionales, 
Páramo de las Oseras,37500.87637623,-74.54411653,3.63140254,Parques Naturales Regionales, 
San Rafael,3.17578854,-75.49685338,6.20572305,Reserva Natural de la Sociedad Civil, 
Mata de Guadua,6.50584087,-75.86007233,4.07300045,Reserva Natural de la Sociedad Civil, 
Esperancita,4.95491267,-76.39713524,4.08456004,Reserva Natural de la Sociedad Civil, 
Guaia Quyca - Paba Sua,31.85477027,-73.43924676,5.77490154,Reserva Natural de la Sociedad Civil, 
El Silencio,17.47938333,-75.16839718,4.49688165,Reserva Natural de la Sociedad Civil, 
Serranía del Perijá,23199.37965162,-72.92910508,10.15867373,Parques Naturales Regionales, 
Taibará,6.3739945,-75.00224069,6.24474278,Reserva Natural de la Sociedad Civil, 
La Cascada,38.35064053,-76.41870921,4.20375057,Reserva Natural de la Sociedad Civil, 
El Ocarro,502.57222051,-68.06294975,5.93923355,Reserva Natural de la Sociedad Civil, 
Casambá,153.93627414,-71.64993622,4.78342509,Reserva Natural de la Sociedad Civil, 
La Mina,800.21866245,-75.76263451,4.06384008,Reserva Natural de la Sociedad Civil, 
Himalaya,28.90809978,-76.57824347,3.57982257,Reserva Natural de la Sociedad Civil, 
Anelim,1222.07039672,-68.18875313,5.78097525,Reserva Natural de la Sociedad Civil, 
La Primavera,44.23189942,-75.92815731,3.90883426,Reserva Natural de la Sociedad Civil, 
La Esperanza,96.00772394,-75.78221927,4.06454265,Reserva Natural de la Sociedad Civil, 
El Recreo,9.49803904,-76.07077797,4.06738384,Reserva Natural de la Sociedad Civil, 
Santa Cruz,16.31384746,-76.04017007,4.14166514,Reserva Natural de la Sociedad Civil, 
Berlín,29.99210518,-76.10373607,3.96264379,Reserva Natural de la Sociedad Civil, 
El Tesorito,5.20791498,-76.03952003,4.1496784,Reserva Natural de la Sociedad Civil, 
El Jardín,5.29771254,-76.04733236,4.14749526,Reserva Natural de la Sociedad Civil, 
El Senderito,94.87205798,-75.91133518,4.02437116,Reserva Natural de la Sociedad Civil, 
Piedra Gorda,13.84572093,-76.05659994,4.08794519,Reserva Natural de la Sociedad Civil, 
Cuenca  Alta del Río Atrato,17962.82014214,-76.12076889,5.93636081,Distritos Regionales de Manejo Integrado, 
La Rosa,57.39313616,-76.4196167,4.19628926,Reserva Natural de la Sociedad Civil, 
La María 1,1.07744184,-76.21634902,4.14201845,Reserva Natural de la Sociedad Civil, 
Campo Hermoso,41.51280793,-76.30559361,4.283459,Reserva Natural de la Sociedad Civil, 
Los Guaduales,4.68255125,-76.382104,4.08741591,Reserva Natural de la Sociedad Civil, 
El Vergel,3.48774593,-76.1742803,4.52032569,Reserva Natural de la Sociedad Civil, 
Aguapanela,2.63663566,-77.11658154,8.35429225,Reserva Natural de la Sociedad Civil, 
Los Clavellinos,895.32842135,-69.62485755,6.12013138,Reserva Natural de la Sociedad Civil, 
Ciénaga de Barbacoas,32074.45465277,-74.27160637,6.74218144,Distritos Regionales de Manejo Integrado, 
Bombay,1067.62978799,-69.6486036,6.06480161,Reserva Natural de la Sociedad Civil, 
La Esperanza,4.92357051,-76.0696753,3.97057805,Reserva Natural de la Sociedad Civil, 
Los Paraguitos,305.50548689,-69.96627182,6.1536319,Reserva Natural de la Sociedad Civil, 
Bugavá,18.90778214,-76.20494399,3.93600001,Reserva Natural de la Sociedad Civil, 
La Rivera,135.30643622,-75.33283063,4.57839661,Reserva Natural de la Sociedad Civil, 
La Cueva,1.00000053,-77.3229214,1.20131878,Reserva Natural de la Sociedad Civil, 
Quebrada La Valenzuela,474.50710368,-76.17124408,4.01060735,Reservas Forestales Protectoras Nacionales, 
"Complejo Lagunar de Fúquene, Cucunubá y Palacio",19163.93822811,-73.75659495,5.38596932,Distritos Regionales de Manejo Integrado, 
Páramo Mamapacha y Bijagual,25099.20616405,-73.29646836,5.24653344,Distritos Regionales de Manejo Integrado, 
Cuchilla San Cayetano,8992.54331924,-73.45468831,4.90436579,Distritos Regionales de Manejo Integrado, 
El Horizonte,1050.2923515,-69.63981764,6.1045004,Reserva Natural de la Sociedad Civil, 
El Paraíso del Turpial,21.07943061,-76.39755098,1.83438899,Reserva Natural de la Sociedad Civil, 
Roca Madre,39.81220458,-75.39655019,9.51421353,Reserva Natural de la Sociedad Civil, 
Reserva Integral y Ecoaldea Sasardí,27.44963675,-77.13421814,8.38623128,Reserva Natural de la Sociedad Civil, 
Ecoparque Sabana,41.32231128,-73.9528854,4.94973467,Reserva Natural de la Sociedad Civil, 
Nido de Águilas,0.92256185,-73.50864294,5.70558312,Reserva Natural de la Sociedad Civil, 
Amanecer en el Palmar 1,17.94333701,-72.18220488,5.12493455,Reserva Natural de la Sociedad Civil, 
San Nicolás,1.17584206,-73.52234223,5.72920242,Reserva Natural de la Sociedad Civil, 
Madremonte,17.70718303,-73.42396084,5.76862938,Reserva Natural de la Sociedad Civil, 
La Violeta,0.34990307,-76.11299608,6.29593,Reserva Natural de la Sociedad Civil, 
Veronia,1.3512062,-73.42797137,5.76038068,Reserva Natural de la Sociedad Civil, 
Camino Verde,9.24175074,-74.51396119,4.44233266,Reserva Natural de la Sociedad Civil, 
Ieiasca,2.15275791,-73.51994732,5.74424634,Reserva Natural de la Sociedad Civil, 
El Cardon,1.39137053,-73.50483456,5.74270198,Reserva Natural de la Sociedad Civil, 
La Periquera,4.92998963,-73.52316916,5.71808223,Reserva Natural de la Sociedad Civil, 
Los Titíes de San Juan,69.95892414,-75.11897344,9.92786219,Reserva Natural de la Sociedad Civil, 
Los Aguacos,0.99525842,-73.50456379,5.74219602,Reserva Natural de la Sociedad Civil, 
Tierra de Aguadulce,1.49976543,-75.00695,6.23703284,Reserva Natural de la Sociedad Civil, 
Zona de Biodiversidad El Triunfo,0.88531028,-76.43879262,0.47192933,Reserva Natural de la Sociedad Civil, 
Zona de Biodiversidad La Vega,13.61736387,-76.45218303,0.46299452,Reserva Natural de la Sociedad Civil, 
Cerro Matambo,917.76371109,-75.60445442,2.3709005,Reserva Natural de la Sociedad Civil, 
Encanto de los Manglares del Bajo Baudó,315366.47131272,-77.40344989,4.96262937,Distritos Regionales de Manejo Integrado, 
Amanecer en el Palmar 2,113.86807559,-72.1776917,5.13397565,Reserva Natural de la Sociedad Civil, 
Los Laureles,3.48482923,-76.09476373,4.05586848,Reserva Natural de la Sociedad Civil, 
El Silencio,1.92341794,-76.4004341,4.17260071,Reserva Natural de la Sociedad Civil, 
El Portal del Oso,21.81727975,-76.38912002,1.83167293,Reserva Natural de la Sociedad Civil, 
Reserva Integral y Ecoaldea Sasardí II,7.94188541,-77.12767161,8.38646699,Reserva Natural de la Sociedad Civil, 
Zona de Biodiversidad La Loma,1.12005688,-76.44923061,0.47248977,Reserva Natural de la Sociedad Civil, 
El Páramo,9.74716884,-73.66936678,4.75868945,Reserva Natural de la Sociedad Civil, 
El Paraíso,7.67993952,-73.87341243,4.50866201,Reserva Natural de la Sociedad Civil, 
El Cerrito,3.73620638,-73.66837657,4.75482019,Reserva Natural de la Sociedad Civil, 
Gachaquín,12.05320886,-73.88736647,4.52105622,Reserva Natural de la Sociedad Civil, 
El Madroño,919.7538307,-72.10963517,5.18498097,Reserva Natural de la Sociedad Civil, 
Yuruparí - Malpelo,12370957.815307,-82.9557843,3.08998965,Distritos Nacionales de Manejo Integrado,Territorial Pacifico
Vista Hermosa de Monquentiva,13437.12336074,-73.70746587,4.92239265,Parques Naturales Regionales, 
Agua Monte,36.28849668,-75.02748892,6.24434117,Reserva Natural de la Sociedad Civil, 
Cabo Manglares Bajo Mira y Frontera,191988.28719017,-79.13239178,1.62853416,Distritos Nacionales de Manejo Integrado,Territorial Pacifico
Ciénagas El Sapo y Hoyo Grande,12224.83707596,-74.87832439,8.01218806,Distritos Regionales de Manejo Integrado, 
Los Ángeles de Quisquiza,1.59631507,-73.91950441,4.66627243,Reserva Natural de la Sociedad Civil, 
La Mansión,62.53000681,-76.07029682,3.98787097,Reserva Natural de la Sociedad Civil, 
Manzanares,39.9821973,-76.10384876,4.86370825,Reserva Natural de la Sociedad Civil, 
El Colibrí,19.17471874,-73.96112409,4.554138,Reserva Natural de la Sociedad Civil, 
Sol y Luna,6.93307852,-73.95411135,4.55333176,Reserva Natural de la Sociedad Civil, 
Fábrica de Atardeceres,3.67732864,-75.52847599,5.0787928,Reserva Natural de la Sociedad Civil, 
El Porvenir,7.61343327,-76.6178784,3.51245955,Reserva Natural de la Sociedad Civil, 
La Cumbre,3.00428517,-73.70992939,4.34934176,Reserva Natural de la Sociedad Civil, 
La Cabaña,8.00279309,-73.66627073,4.74851839,Reserva Natural de la Sociedad Civil, 
El Recuerdo,3.81376427,-77.43562625,1.14592064,Reserva Natural de la Sociedad Civil, 
Bioparque Móncora,0.8479938,-73.22140904,6.64436406,Reserva Natural de la Sociedad Civil, 
Medano Los Morrucos,4968.3326316,-71.01851749,5.34381857,Reserva Natural de la Sociedad Civil, 
El Turpial,4.77989324,-73.78018099,5.0996195,Reserva Natural de la Sociedad Civil, 
La Aldea,51.93841737,-74.1324906,4.80609103,Reserva Natural de la Sociedad Civil, 
Reserva Orquídeas de la Sociedad Colombiana de Orquideología,173.49873024,-75.74294436,5.5705708,Reserva Natural de la Sociedad Civil, 
Monasterio Santa María de la Epifanía de los Monjes Benedictinos,50.58530766,-75.13497526,6.22343429,Reserva Natural de la Sociedad Civil, 
Corazón de Loquita,2.99345586,-73.52440014,5.72563032,Reserva Natural de la Sociedad Civil, 
Iguakan,6.96041051,-73.51118053,5.74395055,Reserva Natural de la Sociedad Civil, 
Ciénaga de Betancí,13422.97420261,-75.85877899,8.39256719,Distritos de Conservación de Suelos, 
Pance,1405.20611169,-76.59495249,3.34846823,Distritos Regionales de Manejo Integrado, 
Anaime-Chilí,12937.76094375,-75.53457248,4.23515828,Parques Naturales Regionales, 
Torrelavega,158.11422568,-74.65612999,5.92307252,Reserva Natural de la Sociedad Civil, 
La Galicia,9.92734311,-75.00350117,5.57659244,Reserva Natural de la Sociedad Civil, 
Barakah,41.39839128,-74.94361366,6.2763763,Reserva Natural de la Sociedad Civil, 
Brisas del Rincón,127.13060684,-73.43335005,4.81894414,Reservas Forestales Protectoras Regionales, 
Cerro Guadalupe,1607.58576315,-75.12718015,5.28901975,Distritos Regionales de Manejo Integrado, 
Rincón de las Vegas,11.91188666,-73.56805632,5.70448088,Reserva Natural de la Sociedad Civil, 
Valladolid,1.9289354,-73.92619767,5.04301541,Reserva Natural de la Sociedad Civil, 
La Flora,0.63826032,-73.52673506,5.72550105,Reserva Natural de la Sociedad Civil, 
África,4.42681834,-74.47130913,4.73131201,Reserva Natural de la Sociedad Civil, 
Jacamaki,1.28740448,-73.52638815,5.72449435,Reserva Natural de la Sociedad Civil, 
Robledales,9.28732473,-73.49000722,5.67383739,Reserva Natural de la Sociedad Civil, 
El Chochal de Siecha,6.39940783,-73.86340356,4.79438401,Reserva Natural de la Sociedad Civil, 
Los Sauces,7.19280923,-73.70669594,4.35318696,Reserva Natural de la Sociedad Civil, 
Monayano,1.8806972,-73.87826774,5.03603386,Reserva Natural de la Sociedad Civil, 
Serranía de Peñas Blancas,32755.75451699,-76.0061866,1.80320294,Distritos Regionales de Manejo Integrado, 
Páramo de las Ovejas-Tauso,15000.56637619,-77.31111249,1.00336007,Parques Naturales Regionales, 
Providencia,2.19988125,-73.64737002,4.79771772,Reserva Natural de la Sociedad Civil, 
Las Delicias,185.96505592,-75.37001921,3.37416108,Reserva Natural de la Sociedad Civil, 
Betania,15.32732663,-73.90526875,4.80252533,Reserva Natural de la Sociedad Civil, 
El Páramo,54.34042859,-73.78089099,4.7770899,Reserva Natural de la Sociedad Civil, 
Hágora Santa Marta,151.22646082,-74.14602254,6.64723834,Reserva Natural de la Sociedad Civil, 
El Recreo,27.53090316,-75.26109306,3.30111699,Reserva Natural de la Sociedad Civil, 
La Floresta,42.79988889,-76.5673662,3.83368351,Reserva Natural de la Sociedad Civil, 
La Florida,169.17334077,-75.37592096,3.33566232,Reserva Natural de la Sociedad Civil, 
Granja Agroecologica La Tayra,6.50581331,-74.86790199,5.62791579,Reserva Natural de la Sociedad Civil, 
Montecarlo,2.28473228,-77.44371073,1.21414905,Reserva Natural de la Sociedad Civil, 
La Montaña,3.18560023,-77.37303648,1.15408962,Reserva Natural de la Sociedad Civil, 
Riogrande,6.6734814,-76.64364514,1.7042524,Reserva Natural de la Sociedad Civil, 
Piedra Loma,54.94407138,-75.25181285,3.35368239,Reserva Natural de la Sociedad Civil, 
La María,61.47230377,-75.29084737,3.30062262,Reserva Natural de la Sociedad Civil, 
La Cima,56.93246773,-75.24692354,3.35781455,Reserva Natural de la Sociedad Civil, 
San Agustín,556.78533905,-75.38293427,3.35669921,Reserva Natural de la Sociedad Civil, 
Los Alisos,3.86718408,-73.7335358,4.99902488,Reserva Natural de la Sociedad Civil, 
Lote 6 Guayoco,46.95239793,-75.25436755,3.36173682,Reserva Natural de la Sociedad Civil, 
El Maná,16.29716597,-75.47864265,5.93246121,Reserva Natural de la Sociedad Civil, 
Fundo Palmarito,447.13827787,-72.32612175,5.29468584,Reserva Natural de la Sociedad Civil, 
Los Charcones,30.08369802,-75.09628255,10.75901014,Reserva Natural de la Sociedad Civil, 
La Paz,9.99930373,-76.59720715,3.71182092,Reserva Natural de la Sociedad Civil, 
La Esperanza,2.30717526,-76.63498354,3.69598841,Reserva Natural de la Sociedad Civil, 
Ganesh,4.5208824,-73.89624012,4.72545334,Reserva Natural de la Sociedad Civil, 
La Gloria,218.41762968,-75.54950227,5.63391451,Reserva Natural de la Sociedad Civil, 
La Sagrada Familia,10.30288274,-75.51721009,6.24740813,Reserva Natural de la Sociedad Civil, 
La Esperanza,4.15986072,-76.62981681,3.69741542,Reserva Natural de la Sociedad Civil, 
Alto de Ventanas,23525.51455029,-75.42656093,7.07307832,Distritos Regionales de Manejo Integrado, 
El Refugio,0.38105735,-74.35000709,4.99919,Reserva Natural de la Sociedad Civil, 
Bosque Seco de la Vertiente Oriental del río Magdalena,36071.22763555,-74.74927216,4.68866349,Distritos Regionales de Manejo Integrado, 
La Elvira,6776.95489267,-76.57859846,3.52353209,Reservas Forestales Protectoras Nacionales, 
Cinaruco,332098.09907586,-69.96919048,6.48884774,Distritos Nacionales de Manejo Integrado,Territorial Orinoquia
El Descanso del Río Negro,9.51405708,-73.86663654,4.49906122,Reserva Natural de la Sociedad Civil, 
El Caimo,19.57907325,-75.01661887,6.22877715,Reserva Natural de la Sociedad Civil, 
Los Maracos,47.19955588,-73.90739107,3.27048559,Reserva Natural de la Sociedad Civil, 
De Las Aves Giles Fuertesí,268.88457751,-75.54877208,4.28618385,Reserva Natural de la Sociedad Civil, 
Puerto Chigüiro,635.0000004,-67.70115179,6.10811499,Reserva Natural de la Sociedad Civil, 
Santa Inés,37.69843049,-72.65039078,2.33918421,Reserva Natural de la Sociedad Civil, 
Los Pinos,1.97602753,-75.98143544,2.20976708,Reserva Natural de la Sociedad Civil, 
La Albania,1.50007814,-76.55160963,2.74756755,Reserva Natural de la Sociedad Civil, 
El Frailejón,18.34722477,-73.9749901,4.64427311,Reserva Natural de la Sociedad Civil, 
El Palmar,4.21306962,-76.11066479,1.68613305,Reserva Natural de la Sociedad Civil, 
Reserva Biológica El Silencio,120.62147748,-75.53255498,6.00807172,Reserva Natural de la Sociedad Civil, 
Conjunto de Reservas Naturales de Sumicol S.A.S. Predio La Pintada,7.42605013,-73.84807937,5.13135871,Reserva Natural de la Sociedad Civil, 
El Sauce,0.55770704,-74.05188691,4.88627338,Reserva Natural de la Sociedad Civil, 
Naturaleza Real,5.1521105,-73.95036447,5.14668497,Reserva Natural de la Sociedad Civil, 
Amalaka,11.37750384,-76.56862279,2.55409721,Reserva Natural de la Sociedad Civil, 
El Motilón,20.6573327,-73.42788544,5.7870504,Reserva Natural de la Sociedad Civil, 
Ciénaga de Chiqueros,6764.59365073,-74.49217565,6.38643756,Distritos Regionales de Manejo Integrado, 
El Dorado,28532.54923858,-76.23057477,2.13091159,Parques Naturales Regionales, 
Los Laureles,1.17255847,-73.97810542,4.52757942,Reserva Natural de la Sociedad Civil, 
El Roble,11.64951112,-76.1503884,2.1333734,Reserva Natural de la Sociedad Civil, 
Gualanday,10.62797109,-72.73639083,8.70636493,Reserva Natural de la Sociedad Civil, 
Lote No. 2 La Chonta,33.27142281,-75.26022024,3.30999241,Reserva Natural de la Sociedad Civil, 
Providencia,17.1499205,-75.68519802,5.7687518,Reserva Natural de la Sociedad Civil, 
La Estrella,15.23593835,-76.04133136,2.13779388,Reserva Natural de la Sociedad Civil, 
Aranzazu,37.49770318,-75.9165789,2.20126371,Reserva Natural de la Sociedad Civil, 
Mana Dulce,71.05901025,-74.64998099,4.353085,Reserva Natural de la Sociedad Civil, 
Quebradanegra La Carmencita,29.49792253,-75.60432422,4.73679701,Reserva Natural de la Sociedad Civil, 
Bosque de Niebla,4.47184524,-73.87444644,4.77803465,Reserva Natural de la Sociedad Civil, 
La Gaitana,43.34915249,-77.07614196,0.67245439,Reserva Natural de la Sociedad Civil, 
Desengañito,30.22923408,-75.93420774,2.17232602,Reserva Natural de la Sociedad Civil, 
Miranda,1.76009323,-76.1378008,1.68205615,Reserva Natural de la Sociedad Civil, 
El Garcero del Medio 2,54.00178396,-76.07933249,4.34783669,Reserva Natural de la Sociedad Civil, 
Bariloche,10.4620293,-75.57019975,6.78765805,Reserva Natural de la Sociedad Civil, 
El Gramero,14.7863524,-75.56385641,6.77762651,Reserva Natural de la Sociedad Civil, 
Doñana,1208.3813949,-67.75210466,6.15522834,Reserva Natural de la Sociedad Civil, 
La Cabaña,39.17341795,-73.36872028,5.49483701,Reserva Natural de la Sociedad Civil, 
Palmar del Tití,2622.12586552,-75.19374974,10.67187635,Distritos Regionales de Manejo Integrado, 
Serranía La Lindosa - Angosturas II,28160.86235586,-72.7527553,2.51823833,Reservas Forestales Protectoras Nacionales, 
La Cabaña,54.55007893,-72.6473022,2.33660354,Reserva Natural de la Sociedad Civil, 
La Hermosa,52.47507007,-72.65341358,2.33645893,Reserva Natural de la Sociedad Civil, 
Bella Luz,95.65368807,-72.70905476,2.23860404,Reserva Natural de la Sociedad Civil, 
El Morichal,25.52134632,-72.63560505,2.33644906,Reserva Natural de la Sociedad Civil, 
La Esperanza,0.99999961,-76.35329537,1.82414327,Reserva Natural de la Sociedad Civil, 
El Roble,2.99999827,-76.35109308,1.82807933,Reserva Natural de la Sociedad Civil, 
El Canto,11.66667574,-76.35349998,1.82063963,Reserva Natural de la Sociedad Civil, 
El Regalito,5.66669898,-76.35017922,1.82597847,Reserva Natural de la Sociedad Civil, 
El Jardín,11.6666671,-76.35442062,1.82015343,Reserva Natural de la Sociedad Civil, 
La Miranda,152.90006274,-75.40485567,3.352095,Reserva Natural de la Sociedad Civil, 
Ciénaga los Negros,713.07336507,-75.85153131,9.1416992,Distritos de Conservación de Suelos, 
Bosque de Los Guayupes,18218.6263483,-73.91492829,4.04317395,Parques Naturales Regionales, 
Río Bravo,24339.15911025,-76.68313748,3.92590298,Reservas Forestales Protectoras Regionales, 
"Páramos Las Dominguez, Pan de Azúcar y Valle Bonito",15808.30429672,-76.06613703,3.76709005,Distritos Regionales de Manejo Integrado, 
Cascadas Altas,506.20512896,-73.40442668,4.73617728,Parques Naturales Regionales, 
Pastos Marinos Sawairu,67176.65386184,-72.2901036,11.98263284,Distritos Regionales de Manejo Integrado, 
San Pedro,1184.96853894,-75.24194396,6.3556775,Distritos Regionales de Manejo Integrado, 
Mejué,10651.36017427,-72.52228062,7.44634677,Distritos Regionales de Manejo Integrado, 
Cuchilla El Varal,3389.91196129,-73.27920575,5.01970374,Distritos Regionales de Manejo Integrado, 
El Silencio - La Laguna,21.5304647,-75.67926711,6.17940759,Reserva Natural de la Sociedad Civil, 
Los Mameyales,30.34133092,-75.09252665,10.74546557,Reserva Natural de la Sociedad Civil, 
Berlín,186.87046048,-71.71341034,5.48053545,Reserva Natural de la Sociedad Civil, 
Piedra Petaca,53.12934848,-74.26600812,4.7160172,Reserva Natural de la Sociedad Civil, 
Khepri,0.64165731,-73.50712239,5.65178789,Reserva Natural de la Sociedad Civil, 
Santa Lucía,123.43185698,-75.28400741,3.2987426,Reserva Natural de la Sociedad Civil, 
Naser,1.14379288,-74.19538659,4.84037558,Reserva Natural de la Sociedad Civil, 
Padrote 1,146.40761574,-70.83154251,5.19816011,Reserva Natural de la Sociedad Civil, 
Potozí,27.47172782,-75.13338936,9.96751797,Reserva Natural de la Sociedad Civil, 
La Florida,30.00002907,-74.85908717,5.58646648,Reserva Natural de la Sociedad Civil, 
Nuestra Señora de Fátima,1.25069916,-74.19563314,4.83991027,Reserva Natural de la Sociedad Civil, 
Cañas Bravas,308.66253738,-70.91473234,5.20103625,Reserva Natural de la Sociedad Civil, 
Hato las Covijas,843.00000578,-71.10893389,6.10799714,Reserva Natural de la Sociedad Civil, 
Flor Amarillo,832.93679454,-70.86136082,5.2254928,Reserva Natural de la Sociedad Civil, 
Perú,72.00505454,-76.04387063,3.56039172,Reserva Natural de la Sociedad Civil, 
El Paraíso,63.76532719,-77.05517328,0.64340885,Reserva Natural de la Sociedad Civil, 
Serrezuela,17.62517303,-74.26520533,4.70769459,Reserva Natural de la Sociedad Civil, 
El Laurel y El Recreo,392.47378439,-76.0688878,3.55162271,Reserva Natural de la Sociedad Civil, 
La Aurora,73.96852067,-76.12733507,3.58516387,Reserva Natural de la Sociedad Civil, 
El Encuentro,1.21011359,-74.19387773,4.8421486,Reserva Natural de la Sociedad Civil, 
Entreaguas,2.13454455,-75.29107278,4.40936772,Reserva Natural de la Sociedad Civil, 
El Cedro,75.38088673,-76.2352068,1.67487674,Reserva Natural de la Sociedad Civil, 
El Entamborado,116.98806828,-76.11500868,3.58829204,Reserva Natural de la Sociedad Civil, 
Buenavista,11.66661835,-76.35542405,1.81973376,Reserva Natural de la Sociedad Civil, 
Los Pinos,1.00000052,-76.35347781,1.82470389,Reserva Natural de la Sociedad Civil, 
Corozito,1213.16935953,-72.09577542,4.65533051,Reserva Natural de la Sociedad Civil, 
Miravalles,6405.3887807,-70.76180935,5.28005268,Reserva Natural de la Sociedad Civil, 
Jardín Colibrí una Escuela de Vida,1.27992051,-73.90304969,4.91487204,Reserva Natural de la Sociedad Civil, 
El Boral,840.05234229,-70.71404394,5.39462183,Reserva Natural de la Sociedad Civil, 
San Bartolo,5657.93392788,-74.35562606,6.70231615,Reserva Natural de la Sociedad Civil, 
Las Marías,8.2632185,-75.13426577,9.96018153,Reserva Natural de la Sociedad Civil, 
La Laguna,0.99992924,-76.35311307,1.82357992,Reserva Natural de la Sociedad Civil, 
Finca La Primavera,19.03740366,-75.28408145,4.52396083,Reserva Natural de la Sociedad Civil, 
Planes La Germania,350.39546625,-74.84927245,5.60223262,Reserva Natural de la Sociedad Civil, 
Bochica,2.55602996,-74.00713414,4.48057862,Reserva Natural de la Sociedad Civil, 
Villa Chica,0.99984114,-76.35366028,1.8252692,Reserva Natural de la Sociedad Civil, 
Campo Bello,11.66657932,-76.35178846,1.82465999,Reserva Natural de la Sociedad Civil, 
El Tesoro,3.00000085,-76.34908558,1.82803629,Reserva Natural de la Sociedad Civil, 
Padrote,205.6878921,-70.82957725,5.21803859,Reserva Natural de la Sociedad Civil, 
Padrote 2,110.21250194,-70.8372243,5.21266905,Reserva Natural de la Sociedad Civil, 
Miraflores Picachos,106554.42274496,-75.22258587,2.37745917,Parques Naturales Regionales, 
Chaparral II,516.77076842,-71.76869781,6.00115048,Reserva Natural de la Sociedad Civil, 
Medialuna,9.30490949,-74.20413595,4.83239892,Reserva Natural de la Sociedad Civil, 
La Reserva,16.37941059,-72.4504859,4.25225704,Reserva Natural de la Sociedad Civil, 
El León,328.55876386,-68.1979892,5.75590918,Reserva Natural de la Sociedad Civil, 
Charco Azul,185.83358097,-75.22960529,4.27749496,Reserva Natural de la Sociedad Civil, 
Palomas,540.03453475,-71.47664353,5.26631167,Reserva Natural de la Sociedad Civil, 
San Gabriel,25.25917438,-76.90631683,2.60723614,Reserva Natural de la Sociedad Civil, 
Pinturas,27.10933575,-75.14021601,9.89486933,Reserva Natural de la Sociedad Civil, 
La Algarabía,17.99240449,-72.92494055,4.58514107,Reserva Natural de la Sociedad Civil, 
El Peligro,840.36091858,-70.8558567,5.28790244,Reserva Natural de la Sociedad Civil, 
Altamira,2941.131126,-71.81819038,5.23564688,Reserva Natural de la Sociedad Civil, 
Montana,2898.82244009,-71.77629818,5.21340214,Reserva Natural de la Sociedad Civil, 
Batatuaba,396.75912917,-70.70711729,4.44292157,Reserva Natural de la Sociedad Civil, 
Villa Fátima,12.50000105,-72.25060037,5.34809139,Reserva Natural de la Sociedad Civil, 
Gaviota-Caracolí,472.73898314,-71.59958505,5.27602093,Reserva Natural de la Sociedad Civil, 
La Palma,35.29812308,-72.08397464,4.63030369,Reserva Natural de la Sociedad Civil, 
Mata de Palma,2597.56810774,-71.77941461,5.27224644,Reserva Natural de la Sociedad Civil, 
La Fortuna,19.43329511,-71.97303271,5.06327075,Reserva Natural de la Sociedad Civil, 
El Boral,1572.60847993,-71.7849514,5.29995724,Reserva Natural de la Sociedad Civil, 
San Antonio,66.70031653,-73.62483,8.51778724,Reserva Natural de la Sociedad Civil, 
Las Orquídeas,89.82754705,-77.06674514,0.65772784,Reserva Natural de la Sociedad Civil, 
Bateas- Cañadas de la Sucia,261.18542927,-75.24532314,3.16815768,Reserva Natural de la Sociedad Civil, 
La Cascada,155.79027384,-76.08555523,3.54535275,Reserva Natural de la Sociedad Civil, 
El Mirador,7.66664608,-76.35233979,1.82147553,Reserva Natural de la Sociedad Civil, 
